Student_ID,Age,Gender,Year_of_Study,Average_Screen_Time_per_Day,Main_Purpose_of_Use,Number_of_Social_Media_Apps,Daily_Social_Media_Usage_Hours,Mobile_Usage_Before_Sleep,Sleep_Hours_Per_Night,Academic_Performance_CGPA,Anxiety_Level,Stress_Level,Participation_in_Physical_Activities,Feelings_of_Loneliness,Family_Background,Hostel_or_Day_Scholar,Has_Smartphone_Since,Expenditure_on_Mobile_Per_Month,Attempts_to_Reduce_Usage,Self_Reported_Addiction_Level,Favorite_App,Average_YouTube_Watch_Time_Per_Day,Gaming_Hours_Per_Week,TikTok_Reels_Usage_Hours_Per_Day,Daily_Number_of_Mobile_Unlocks,Notifications_Received_Per_Day,FOMO_Level,Self_Control_Rating_Out_of_10,Parental_Restrictions,Previous_Attempts_to_Quit_Social_Media,Mindfulness_Practice,Physical_Exercise_Hours_Per_Week,Relationship_Status,Part_Time_Job,Average_Data_Consumption_Per_Day_GB,Preferred_Screen_Brightness_Percentage,Preferred_Device_Brand,Peer_Pressure_Experience,Depression_Symptoms,Hours_Spent_on_Online_Shopping_Per_Week,Involvement_in_Student_Organizations,Daily_Whatsapp_Messages_Sent,Screen_Time_on_Weekends,Screen_Time_on_Weekdays,Usage_of_Productivity_Apps,Time_Spent_on_Educational_Content_Per_Week,Average_Battery_Consumption_Per_Day_Percentage,Participates_in_Digital_Detox_Camps,Uses_Screen_Time_Management_Apps
S0073,18,Male,3rd,7.4,Social Media,3,2.3,99,7.6,9.41,Low,Low,Yes,Sometimes,Rural,Day Scholar,8,1689,No,Severe,YouTube,1.6,2.2,1.1,82,298,High,8.0,No,Yes,No,2.2,In a Relationship,Yes,1.73,47,OnePlus,Always,Mild,2.5,Yes,316,7.8,4.9,No,5.3,52,No,Yes
S0074,19,Male,1st,8.3,Gaming,5,2.0,26,3.7,7.08,Moderate,Moderate,No,Sometimes,Urban,Day Scholar,4,1810,No,Moderate,WhatsApp,1.3,7.6,1.2,130,125,Low,8.7,No,No,No,3.5,In a Relationship,No,3.75,63,Samsung,Often,Moderate,1.6,No,145,6.6,4.3,No,1.7,52,No,No
S0075,22,Female,1st,4.1,Social Media,7,3.1,100,6.5,8.6,Low,High,Yes,Often,Rural,Day Scholar,7,199,No,Moderate,WhatsApp,1.4,5.6,1.0,53,52,High,7.3,Yes,Yes,No,3.7,In a Relationship,Yes,2.41,89,Apple,Never,Mild,3.3,No,193,7.1,6.8,Yes,1.4,70,Yes,Yes
S0076,19,Male,1st,6.9,Social Media,2,3.9,97,6.4,9.59,High,Low,No,Often,Rural,Hostel,6,138,Yes,Severe,Instagram,2.2,4.9,0.7,118,130,High,1.4,No,No,Yes,2.0,Complicated,Yes,4.92,81,Apple,Rarely,Severe,3.4,No,470,7.0,4.9,Yes,3.9,47,No,No
S0077,21,Male,4th,4.9,Study,3,2.2,44,6.0,7.04,Low,Moderate,Yes,Sometimes,Urban,Day Scholar,4,362,Yes,Severe,Facebook,2.2,3.0,0.0,80,154,Low,2.4,No,No,Yes,2.4,Single,No,2.2,61,Other,Often,Mild,1.8,No,323,6.1,5.3,No,3.4,65,No,No
S0078,21,Female,3rd,4.9,Social Media,5,4.3,55,8.2,5.96,High,High,No,Sometimes,Urban,Day Scholar,7,249,No,None,Facebook,1.6,0.9,0.7,70,81,Moderate,1.6,Yes,Yes,Yes,2.5,Single,No,1.03,41,Other,Often,Moderate,1.1,Yes,350,7.5,3.7,Yes,3.6,41,Yes,Yes
S0079,24,Other,2nd,6.7,Study,7,2.0,51,5.6,7.59,High,Moderate,Yes,Often,Urban,Hostel,5,1756,Yes,None,Facebook,0.8,3.1,0.5,58,57,Moderate,1.1,No,No,Yes,0.0,In a Relationship,No,3.06,57,OnePlus,Rarely,Mild,0.1,No,236,6.8,6.1,No,0.0,98,No,No
S0080,21,Other,4th,4.5,Entertainment,2,2.8,48,7.3,9.54,Moderate,Low,No,Sometimes,Urban,Day Scholar,9,789,Yes,Moderate,Telegram,1.8,4.0,1.2,88,136,Moderate,3.8,Yes,Yes,No,0.0,In a Relationship,No,1.6,33,OnePlus,Often,Mild,2.2,No,334,7.2,6.1,No,4.8,80,No,No
S0081,24,Female,4th,6.7,Social Media,7,3.4,99,6.9,9.02,Moderate,Low,No,Sometimes,Urban,Hostel,3,912,No,Mild,Instagram,2.3,0.0,1.5,69,279,High,4.5,No,No,No,1.1,Single,No,1.18,45,Apple,Often,Moderate,-0.1,Yes,253,7.0,8.8,No,2.3,61,Yes,Yes
S0082,21,Female,4th,7.1,Social Media,4,2.6,58,7.8,5.33,Moderate,Low,No,Never,Urban,Day Scholar,6,1453,Yes,Mild,Snapchat,2.2,4.4,1.5,80,79,High,3.2,Yes,No,No,1.2,In a Relationship,Yes,3.79,59,OnePlus,Often,Mild,1.9,No,273,10.9,5.2,No,7.5,65,Yes,Yes
S0083,22,Female,1st,5.4,Study,9,1.2,71,5.8,8.46,Moderate,Low,No,Often,Urban,Hostel,7,1243,No,Mild,Telegram,1.9,7.8,1.4,79,192,Low,1.6,No,No,No,0.2,Single,Yes,3.93,73,Other,Always,Mild,1.4,Yes,459,9.0,2.7,No,3.5,69,No,No
S0084,25,Female,3rd,8.0,Entertainment,4,3.9,47,5.8,7.86,Low,Low,No,Never,Urban,Hostel,2,1707,Yes,Mild,Instagram,2.2,6.7,0.9,140,123,High,5.8,No,Yes,Yes,3.1,Complicated,Yes,2.84,32,Apple,Often,Moderate,2.6,No,260,8.6,5.7,No,2.8,99,Yes,No
S0085,24,Female,4th,4.1,Gaming,6,2.4,32,7.6,9.54,Moderate,Moderate,No,Never,Urban,Day Scholar,9,318,No,Moderate,WhatsApp,1.5,3.5,0.7,65,232,High,3.5,No,No,Yes,2.0,In a Relationship,No,3.71,38,Apple,Often,Severe,2.0,Yes,417,7.9,8.0,No,4.0,67,No,No
S0086,20,Other,2nd,8.0,Entertainment,3,3.7,31,6.9,5.61,Low,Low,No,Often,Urban,Hostel,4,1005,Yes,Mild,YouTube,1.8,5.1,0.6,108,172,Moderate,8.2,No,Yes,No,1.7,In a Relationship,No,3.15,61,Samsung,Never,None,1.4,No,179,7.9,6.9,Yes,1.7,83,No,Yes
S0087,23,Other,3rd,3.1,Study,4,1.7,13,5.0,7.67,Moderate,Low,No,Never,Rural,Day Scholar,7,1937,Yes,Mild,Telegram,1.2,3.3,0.2,138,170,High,1.1,No,No,Yes,0.1,Single,No,3.52,60,Samsung,Rarely,None,2.8,Yes,63,6.4,7.6,Yes,6.4,33,No,Yes
S0088,18,Female,2nd,10.0,Entertainment,8,1.9,58,6.0,9.4,Moderate,High,No,Sometimes,Rural,Hostel,9,1246,Yes,Severe,Telegram,1.6,5.4,1.5,89,87,High,8.6,No,No,Yes,1.9,Single,Yes,3.39,69,OnePlus,Always,None,0.9,Yes,409,9.2,6.7,No,7.7,75,Yes,No
S0089,21,Male,3rd,5.4,Study,7,3.9,68,6.9,7.05,High,Low,No,Never,Urban,Day Scholar,8,343,Yes,Mild,WhatsApp,2.2,9.6,0.9,47,192,High,9.6,No,Yes,No,0.0,Complicated,No,3.66,22,OnePlus,Always,None,2.6,No,141,7.7,5.3,Yes,4.5,92,No,Yes
S0090,19,Female,2nd,4.3,Study,3,3.3,82,7.3,7.41,Low,High,Yes,Often,Rural,Day Scholar,9,985,No,Severe,WhatsApp,1.2,7.9,0.4,49,207,Low,7.4,No,Yes,No,1.8,In a Relationship,Yes,1.8,50,Other,Rarely,None,4.1,No,324,8.2,4.3,No,4.3,79,No,Yes
S0091,25,Male,1st,5.7,Gaming,9,2.6,77,5.8,5.35,High,High,No,Sometimes,Rural,Hostel,7,686,Yes,Moderate,YouTube,1.1,6.6,0.6,34,223,High,7.6,Yes,No,Yes,2.1,Single,Yes,2.07,95,Other,Always,None,3.0,Yes,103,6.4,4.5,No,1.8,59,Yes,No
S0092,21,Female,4th,4.4,Social Media,8,3.4,80,3.6,6.39,Moderate,High,No,Sometimes,Rural,Day Scholar,7,617,No,Severe,Facebook,1.5,3.5,0.6,47,241,Low,9.4,No,No,No,2.4,Complicated,No,2.76,34,Samsung,Always,Moderate,1.6,Yes,55,5.3,5.1,Yes,3.0,45,Yes,Yes
S0093,19,Female,2nd,6.6,Study,4,2.0,96,7.0,6.62,Low,Moderate,Yes,Sometimes,Rural,Day Scholar,8,1144,No,None,Telegram,1.4,7.2,1.0,69,203,Moderate,2.9,No,No,No,0.0,Single,Yes,2.78,73,Apple,Always,Moderate,1.0,No,359,9.3,7.0,Yes,4.1,81,Yes,Yes
S0094,23,Other,3rd,8.1,Study,6,3.1,11,5.3,9.73,Moderate,Moderate,No,Sometimes,Rural,Day Scholar,3,289,Yes,Severe,Instagram,1.8,0.0,1.5,30,164,High,10.0,No,No,No,2.3,Single,Yes,4.1,72,Xiaomi,Never,Moderate,2.9,Yes,108,7.3,5.9,No,0.7,33,Yes,Yes
S0095,23,Male,4th,4.5,Gaming,5,3.1,58,4.5,6.41,High,High,No,Never,Rural,Hostel,9,1348,Yes,Mild,Snapchat,1.3,4.2,0.8,48,158,Low,8.0,No,No,No,0.4,Complicated,Yes,2.47,64,Xiaomi,Never,Mild,0.8,No,243,6.0,3.3,Yes,6.2,55,No,Yes
S0096,23,Male,4th,6.9,Study,6,2.6,97,3.7,7.3,Low,Moderate,Yes,Never,Urban,Hostel,8,1014,No,Severe,WhatsApp,2.4,6.8,0.0,116,127,Moderate,7.5,No,No,No,0.8,Complicated,No,1.65,57,OnePlus,Always,Severe,2.0,No,278,7.7,6.5,No,0.0,58,Yes,Yes
S0097,19,Other,3rd,3.7,Social Media,8,2.2,113,7.3,8.36,High,Low,Yes,Sometimes,Urban,Day Scholar,8,714,Yes,Severe,WhatsApp,0.9,7.2,0.9,55,244,High,4.2,Yes,Yes,No,3.1,Complicated,Yes,2.01,97,Xiaomi,Rarely,Severe,2.7,No,46,6.8,7.8,Yes,0.0,40,Yes,No
S0098,21,Other,2nd,7.5,Gaming,2,3.1,104,6.6,5.81,Moderate,Moderate,No,Often,Rural,Day Scholar,9,955,No,Moderate,Snapchat,2.1,7.0,0.9,142,85,Low,5.9,Yes,No,No,5.0,Complicated,No,1.86,99,Xiaomi,Rarely,None,1.0,No,447,10.1,3.6,No,6.5,53,No,Yes
S0099,23,Other,1st,6.6,Social Media,4,2.9,40,6.3,7.43,Moderate,Low,Yes,Sometimes,Rural,Hostel,2,565,Yes,Moderate,Instagram,1.1,5.9,0.9,58,139,Low,6.9,No,Yes,No,2.1,Complicated,No,3.93,69,Samsung,Never,None,0.9,No,442,6.3,6.8,No,4.6,80,No,Yes
S0100,22,Other,1st,7.6,Social Media,8,2.5,49,7.9,8.69,Moderate,Low,No,Never,Urban,Hostel,8,198,No,Mild,WhatsApp,0.6,4.4,0.7,88,255,Moderate,6.6,No,No,No,0.8,Complicated,Yes,2.88,43,Apple,Never,Moderate,0.7,No,84,7.9,2.8,No,1.1,71,Yes,Yes
S0101,24,Male,2nd,5.8,Gaming,2,2.0,57,7.1,9.33,Low,Moderate,No,Sometimes,Rural,Day Scholar,2,929,Yes,None,Snapchat,1.6,6.6,1.1,92,208,High,7.3,No,No,Yes,2.3,In a Relationship,No,3.83,36,Other,Often,Severe,3.6,Yes,67,9.2,4.7,Yes,3.3,68,Yes,Yes
S0102,19,Male,4th,5.3,Study,2,3.0,60,8.1,8.13,High,Moderate,No,Never,Rural,Hostel,5,1486,Yes,None,WhatsApp,1.4,2.1,1.0,127,255,High,1.7,No,Yes,No,3.4,Complicated,Yes,2.66,37,Samsung,Never,Mild,3.7,No,28,8.3,4.1,No,3.5,36,Yes,No
S0103,19,Female,4th,7.2,Social Media,7,2.5,52,5.1,8.35,High,High,Yes,Sometimes,Rural,Hostel,9,1096,No,Severe,Facebook,0.9,2.5,1.0,112,299,High,4.2,Yes,No,No,2.9,In a Relationship,No,4.56,61,Other,Always,Mild,3.7,Yes,411,8.1,7.0,No,3.2,47,Yes,No
S0104,21,Female,4th,4.0,Social Media,3,2.0,107,6.5,5.63,Moderate,Moderate,No,Often,Rural,Day Scholar,8,1206,No,None,Facebook,0.7,5.2,1.2,91,89,Low,4.9,No,No,No,6.1,Single,No,4.93,36,Samsung,Never,Moderate,3.8,No,197,6.0,8.5,Yes,0.9,32,No,Yes
S0105,19,Other,4th,3.4,Social Media,7,3.0,64,4.9,9.73,High,Moderate,No,Sometimes,Rural,Hostel,3,1816,No,Moderate,WhatsApp,1.5,5.5,0.8,77,123,High,3.3,Yes,Yes,Yes,0.9,Single,No,3.68,35,Samsung,Often,None,1.4,No,410,7.2,7.6,Yes,3.6,92,Yes,No
S0106,19,Other,2nd,6.0,Social Media,4,4.6,97,6.3,5.66,Low,Moderate,Yes,Often,Urban,Hostel,8,1787,Yes,Mild,WhatsApp,2.0,0.0,0.8,91,250,Low,2.6,No,No,No,2.4,Complicated,No,4.46,71,Xiaomi,Often,Severe,0.2,No,148,7.9,7.5,No,5.3,49,No,Yes
S0107,23,Other,4th,5.4,Gaming,2,2.6,58,6.3,8.87,Moderate,Low,No,Often,Urban,Hostel,7,155,Yes,Mild,Facebook,1.8,6.4,1.7,47,95,Low,2.3,Yes,Yes,No,4.3,Single,No,3.03,55,Other,Rarely,Mild,3.7,Yes,152,7.3,4.6,Yes,0.0,99,No,No
S0108,21,Female,3rd,6.8,Gaming,9,4.5,99,7.1,6.32,Moderate,Low,No,Sometimes,Rural,Day Scholar,6,1825,Yes,Moderate,WhatsApp,1.5,7.3,1.3,95,281,Moderate,4.3,Yes,No,Yes,4.2,Complicated,No,4.74,58,Samsung,Rarely,None,2.9,No,465,10.0,6.9,No,2.0,46,Yes,Yes
S0109,23,Female,4th,7.6,Entertainment,8,5.1,89,6.5,9.67,Moderate,Low,No,Often,Urban,Hostel,3,1145,Yes,Mild,Instagram,1.7,4.8,1.4,56,156,Low,5.4,Yes,No,Yes,0.0,Complicated,No,4.33,44,Xiaomi,Always,Severe,2.8,No,117,6.7,6.4,No,0.7,88,No,Yes
S0110,24,Female,1st,6.8,Entertainment,5,2.0,66,7.1,8.6,Low,High,No,Often,Rural,Day Scholar,8,679,No,Severe,Instagram,1.5,12.1,1.6,35,219,Moderate,1.6,No,Yes,No,2.0,In a Relationship,Yes,4.97,61,OnePlus,Never,Mild,1.0,No,230,7.1,4.2,No,1.5,83,Yes,No
S0111,25,Female,4th,7.5,Social Media,2,3.0,86,7.2,8.77,Moderate,High,No,Never,Rural,Hostel,3,284,No,Mild,YouTube,0.8,3.0,1.3,132,195,Moderate,9.5,No,Yes,Yes,4.2,Single,Yes,3.49,40,Other,Often,None,2.1,No,154,12.2,7.6,Yes,3.8,42,Yes,Yes
S0112,24,Female,2nd,6.5,Study,8,5.1,24,8.7,6.1,Moderate,High,No,Never,Rural,Hostel,9,621,Yes,None,Instagram,0.8,3.9,1.5,99,149,High,7.9,No,No,Yes,6.3,Complicated,Yes,4.12,87,Samsung,Often,Mild,2.2,Yes,355,8.7,6.7,Yes,0.4,71,Yes,No
S0113,25,Female,1st,6.7,Social Media,9,2.9,36,6.2,7.22,Moderate,Low,Yes,Often,Rural,Day Scholar,2,1701,Yes,Mild,Telegram,1.4,3.8,0.2,88,213,Moderate,7.6,No,Yes,Yes,3.1,Single,No,3.17,78,OnePlus,Rarely,None,1.9,Yes,385,5.1,5.7,Yes,6.5,73,Yes,Yes
S0114,23,Female,2nd,5.8,Study,5,3.0,77,5.6,8.09,Moderate,Moderate,No,Sometimes,Rural,Day Scholar,5,363,Yes,Mild,Telegram,1.4,4.8,1.1,35,253,High,2.6,No,Yes,Yes,1.4,In a Relationship,Yes,2.04,49,Xiaomi,Rarely,None,1.1,No,14,8.0,7.2,No,3.1,96,No,No
S0115,24,Other,2nd,6.7,Social Media,7,1.3,89,6.7,8.85,High,High,No,Often,Rural,Day Scholar,5,1348,No,Moderate,Telegram,1.9,4.0,0.9,60,227,Moderate,6.4,Yes,Yes,Yes,0.5,Single,No,2.42,76,Samsung,Never,None,0.1,No,454,8.6,6.2,No,2.2,49,Yes,No
S0116,21,Other,1st,6.2,Entertainment,7,2.5,73,5.7,5.52,Moderate,High,Yes,Sometimes,Rural,Day Scholar,9,1758,No,Moderate,WhatsApp,1.9,0.8,1.8,134,110,Low,5.8,Yes,No,No,5.3,In a Relationship,No,4.58,52,Xiaomi,Often,Severe,1.2,Yes,397,5.4,7.8,No,0.0,76,No,No
S0117,18,Other,2nd,6.5,Entertainment,3,3.6,103,8.0,9.81,Low,Low,No,Never,Rural,Hostel,9,1161,Yes,None,WhatsApp,1.8,3.4,1.5,133,217,High,9.8,Yes,Yes,Yes,3.1,In a Relationship,No,1.22,72,Xiaomi,Rarely,Moderate,-0.9,No,65,6.4,8.8,Yes,3.3,53,Yes,No
S0118,23,Other,2nd,5.7,Study,8,5.4,117,6.2,9.45,Moderate,High,No,Sometimes,Rural,Day Scholar,3,1102,No,Moderate,Snapchat,1.4,4.7,0.7,123,52,Low,7.7,No,Yes,No,0.7,In a Relationship,No,3.37,35,Xiaomi,Never,None,1.6,Yes,264,4.6,5.6,Yes,3.1,80,No,Yes
S0119,25,Female,4th,7.2,Social Media,2,2.8,39,5.9,6.35,Moderate,Moderate,Yes,Often,Urban,Day Scholar,9,222,Yes,None,Telegram,0.8,8.7,1.2,85,131,High,6.2,Yes,Yes,No,1.7,Complicated,No,2.49,68,Other,Never,None,1.4,Yes,481,7.6,5.6,No,0.4,47,No,Yes
S0120,22,Male,3rd,4.9,Study,6,1.3,45,6.0,9.11,High,Low,Yes,Often,Rural,Day Scholar,3,1953,Yes,Severe,Telegram,1.7,11.6,1.1,83,56,Low,8.7,No,Yes,No,2.5,Complicated,No,2.55,24,OnePlus,Never,Mild,0.8,Yes,468,3.8,5.3,Yes,1.0,52,Yes,No
S0121,25,Female,2nd,6.0,Entertainment,7,1.6,76,7.2,7.59,Moderate,Low,Yes,Often,Urban,Hostel,9,1279,No,None,Instagram,1.8,9.0,1.2,114,80,Moderate,2.4,Yes,Yes,Yes,2.8,Single,No,4.54,96,OnePlus,Rarely,Mild,2.4,Yes,231,5.4,6.0,Yes,6.4,30,Yes,Yes
S0122,22,Male,2nd,8.0,Social Media,7,3.0,95,6.3,7.31,High,Moderate,Yes,Often,Urban,Hostel,8,400,No,Mild,Facebook,0.3,2.7,0.5,70,114,High,1.1,No,No,No,0.7,Complicated,No,4.42,79,Apple,Rarely,Severe,1.7,Yes,369,4.2,8.0,Yes,2.2,95,No,Yes
S0123,19,Other,2nd,4.6,Social Media,3,4.2,95,5.9,6.57,Low,Moderate,Yes,Often,Rural,Day Scholar,9,932,No,None,Facebook,1.1,2.9,1.2,137,144,High,7.2,Yes,No,Yes,1.1,Complicated,Yes,3.4,90,Samsung,Rarely,Moderate,1.7,Yes,57,7.7,4.4,Yes,3.1,34,No,Yes
S0124,24,Female,4th,2.8,Study,5,3.6,58,8.2,7.9,High,Moderate,Yes,Sometimes,Urban,Day Scholar,4,1190,No,Severe,YouTube,1.2,4.5,0.9,47,113,High,1.9,No,No,No,0.0,Single,No,2.09,74,Xiaomi,Always,Mild,3.4,Yes,313,6.3,3.9,No,4.1,47,No,No
S0125,22,Other,3rd,6.5,Gaming,3,3.5,85,5.6,8.65,Moderate,High,Yes,Often,Rural,Day Scholar,7,744,Yes,Mild,Snapchat,1.6,10.4,1.1,116,295,Moderate,2.0,Yes,No,No,3.6,In a Relationship,Yes,2.9,54,Samsung,Always,Severe,1.7,No,172,7.8,6.4,No,2.7,64,Yes,No
S0126,25,Female,1st,5.6,Study,9,4.3,64,6.5,7.05,Low,Moderate,No,Never,Rural,Day Scholar,2,973,No,None,Facebook,1.1,4.5,0.6,131,126,Low,7.7,Yes,No,No,1.5,In a Relationship,Yes,2.63,88,OnePlus,Always,Severe,2.5,Yes,245,3.3,5.9,No,5.7,54,Yes,Yes
S0127,19,Other,4th,7.5,Entertainment,2,2.3,94,7.2,8.15,Moderate,Low,No,Often,Rural,Hostel,7,493,No,Moderate,YouTube,1.5,1.0,0.7,52,270,Moderate,3.4,Yes,Yes,Yes,2.7,Single,No,2.41,61,OnePlus,Rarely,Severe,0.9,No,257,5.4,6.3,Yes,1.5,53,Yes,Yes
S0128,18,Male,4th,5.8,Entertainment,8,3.0,65,4.9,8.5,High,Moderate,No,Sometimes,Rural,Day Scholar,6,1775,No,Moderate,Instagram,1.4,3.5,1.6,121,52,Moderate,6.7,No,Yes,No,4.1,Complicated,Yes,1.41,88,Xiaomi,Rarely,None,2.3,No,374,8.6,3.1,Yes,2.1,42,Yes,No
S0129,21,Male,3rd,5.1,Entertainment,4,2.5,77,7.0,8.56,Low,Low,Yes,Often,Urban,Hostel,6,1717,No,Moderate,Snapchat,1.4,7.3,0.5,65,142,Moderate,9.3,Yes,No,Yes,2.3,Single,No,3.17,43,Other,Always,Moderate,1.9,No,426,4.7,8.3,Yes,2.2,50,No,Yes
S0130,21,Male,3rd,5.9,Entertainment,4,2.7,104,5.4,5.26,Low,Low,No,Often,Urban,Day Scholar,5,1693,Yes,None,Snapchat,1.1,7.1,0.5,54,84,Low,3.8,Yes,Yes,Yes,1.8,Single,Yes,2.21,90,Xiaomi,Often,Moderate,2.1,Yes,109,9.0,6.3,No,1.4,68,No,Yes
S0131,21,Female,4th,7.6,Entertainment,8,2.0,53,7.3,9.3,High,High,Yes,Sometimes,Rural,Day Scholar,2,760,Yes,None,Telegram,1.2,4.4,1.0,36,64,Moderate,3.0,Yes,Yes,Yes,2.3,Complicated,No,3.64,90,Xiaomi,Often,Moderate,0.8,Yes,30,6.7,9.7,Yes,1.2,63,No,Yes
S0132,22,Male,1st,6.9,Gaming,5,2.7,40,5.5,7.29,High,Moderate,No,Often,Urban,Hostel,7,1528,No,Severe,WhatsApp,1.0,7.1,0.6,111,70,High,2.0,No,Yes,No,2.1,Single,Yes,2.28,74,Apple,Often,None,0.9,Yes,111,5.3,6.6,No,3.1,48,No,No
S0133,18,Female,4th,2.3,Social Media,9,3.0,67,7.2,6.31,Low,High,No,Sometimes,Urban,Day Scholar,5,1572,No,Mild,Telegram,1.7,0.0,0.6,49,111,Moderate,2.2,Yes,No,No,3.9,Complicated,No,2.72,33,Other,Often,None,1.7,No,14,5.5,5.4,No,5.7,57,No,No
S0134,22,Male,3rd,6.3,Study,7,2.6,96,7.6,6.21,Low,Moderate,No,Often,Urban,Day Scholar,6,1254,Yes,Mild,Instagram,1.8,5.3,1.1,34,132,Low,1.6,No,Yes,No,2.5,Complicated,Yes,1.21,74,Samsung,Always,Mild,3.3,No,457,7.4,6.4,No,0.6,40,Yes,No
S0135,24,Male,1st,6.4,Study,5,2.8,62,7.4,7.42,High,Moderate,No,Never,Rural,Day Scholar,3,168,Yes,Mild,Telegram,1.1,7.6,0.2,47,205,High,1.8,Yes,Yes,No,1.2,Single,No,4.97,34,Other,Never,Mild,0.6,No,206,11.4,8.2,Yes,2.6,78,Yes,Yes
S0136,22,Female,3rd,6.0,Entertainment,7,3.4,93,6.8,9.43,Moderate,Moderate,Yes,Often,Urban,Day Scholar,2,1468,No,Mild,Snapchat,2.3,2.5,0.5,135,53,Low,4.9,Yes,No,Yes,3.6,In a Relationship,No,3.03,24,Xiaomi,Never,Mild,3.7,No,158,12.4,4.9,No,4.5,64,No,Yes
S0137,18,Female,1st,5.1,Study,7,4.2,88,6.3,6.89,Low,Moderate,Yes,Sometimes,Urban,Hostel,2,861,Yes,None,Telegram,1.3,2.5,2.0,133,286,Moderate,3.9,No,No,No,3.8,Complicated,Yes,1.1,23,Xiaomi,Often,Severe,1.3,Yes,354,4.3,6.9,No,7.0,86,Yes,Yes
S0138,18,Male,2nd,7.8,Entertainment,4,4.3,32,5.9,8.75,High,Moderate,No,Never,Urban,Day Scholar,9,419,Yes,None,YouTube,2.3,0.0,1.2,62,190,Low,7.4,No,Yes,Yes,-0.0,In a Relationship,Yes,3.16,49,Xiaomi,Rarely,Moderate,2.1,No,339,8.3,6.7,Yes,4.9,57,Yes,No
S0139,24,Female,3rd,7.9,Gaming,5,3.8,37,8.0,5.48,Moderate,Low,Yes,Sometimes,Rural,Day Scholar,9,276,Yes,Severe,Telegram,1.2,9.8,0.6,108,256,High,8.8,Yes,Yes,Yes,4.3,Complicated,Yes,4.48,72,Xiaomi,Often,None,3.0,Yes,387,10.3,6.9,No,2.6,95,Yes,No
S0140,18,Male,3rd,2.7,Gaming,9,1.7,25,5.8,7.38,Low,Low,Yes,Often,Urban,Hostel,7,683,Yes,Mild,Facebook,0.5,2.8,1.2,64,228,Low,8.1,No,No,No,2.5,In a Relationship,Yes,4.09,92,Xiaomi,Often,Mild,1.6,No,220,4.5,4.6,Yes,1.9,94,Yes,No
S0141,25,Female,4th,4.8,Social Media,3,2.6,46,5.5,9.96,Low,Moderate,No,Never,Urban,Day Scholar,9,1652,No,None,Instagram,1.7,5.7,1.3,140,225,High,5.8,No,No,No,2.4,Single,No,3.8,49,Other,Never,Severe,1.8,Yes,169,5.8,7.0,No,5.3,51,Yes,Yes
S0142,18,Other,3rd,5.8,Gaming,7,2.7,30,7.2,8.85,High,Low,Yes,Sometimes,Rural,Hostel,9,1964,Yes,None,Instagram,1.6,6.8,1.5,139,216,High,1.9,No,Yes,Yes,3.5,Complicated,Yes,1.56,80,Xiaomi,Rarely,None,3.4,No,155,7.6,6.8,Yes,4.8,80,No,No
S0143,21,Other,3rd,7.4,Gaming,6,2.3,88,5.7,6.05,Moderate,High,Yes,Never,Urban,Day Scholar,8,1283,Yes,None,Snapchat,1.5,9.5,0.9,94,273,Moderate,7.4,Yes,Yes,Yes,1.1,Single,Yes,3.63,90,OnePlus,Never,Severe,3.1,Yes,67,7.1,8.4,No,3.0,38,No,Yes
S0144,25,Other,2nd,6.1,Social Media,6,3.3,26,5.5,7.51,Low,High,Yes,Never,Rural,Day Scholar,4,681,No,None,Telegram,1.2,4.5,1.5,92,116,Moderate,4.3,Yes,No,No,3.4,Single,No,4.07,87,OnePlus,Rarely,Severe,2.7,No,363,4.2,8.7,No,2.6,65,Yes,Yes
S0145,25,Other,3rd,5.0,Study,3,1.4,46,5.1,6.17,Moderate,High,Yes,Sometimes,Rural,Day Scholar,7,1748,No,Mild,Snapchat,1.5,3.4,-0.0,114,143,High,1.8,Yes,Yes,No,1.4,Single,No,3.29,74,Apple,Always,Severe,1.9,Yes,249,8.5,6.6,No,7.0,83,No,No
S0146,24,Other,2nd,7.1,Entertainment,6,4.7,86,6.0,7.05,Moderate,Moderate,No,Never,Rural,Hostel,9,1867,No,Mild,Snapchat,1.2,5.5,0.5,101,107,Low,8.6,No,No,No,0.0,Complicated,No,4.57,90,Samsung,Never,Moderate,1.9,Yes,88,7.9,6.3,Yes,6.7,67,No,Yes
S0147,20,Male,2nd,5.7,Entertainment,2,4.2,28,6.4,8.9,Low,Moderate,No,Sometimes,Rural,Hostel,3,1656,Yes,None,YouTube,1.3,8.9,1.1,100,261,High,4.0,No,No,Yes,0.5,Single,Yes,2.11,92,OnePlus,Always,None,0.9,Yes,161,8.9,4.6,Yes,3.8,95,Yes,Yes
S0148,20,Other,2nd,5.8,Study,7,3.5,39,6.7,8.86,Moderate,Low,Yes,Never,Rural,Day Scholar,8,1258,No,Moderate,WhatsApp,1.9,4.5,1.2,70,179,Moderate,3.0,No,No,Yes,2.9,Single,Yes,1.97,61,Apple,Always,None,1.7,No,14,8.1,5.7,Yes,3.4,72,Yes,No
S0149,18,Other,2nd,6.0,Social Media,3,2.9,54,7.5,6.14,Low,Low,No,Never,Rural,Hostel,8,1898,Yes,Severe,Snapchat,1.6,2.1,0.5,79,291,Low,8.8,No,Yes,No,0.6,Complicated,Yes,4.48,96,Other,Often,Severe,2.1,Yes,392,8.1,5.3,No,0.7,34,Yes,Yes
